"id","class","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"275","e","f","y","n","f","m","f","c","b","n","t","u","k","y","p","p","p","w","t","p","o","n","p"
"276","e","b","f","r","t","a","a","c","b","w","e","b","s","y","e","w","p","n","b","p","o","s","p"
"277","e","f","y","p","t","a","n","d","b","w","e","r","s","y","c","w","u","w","t","s","n","y","p"
"278","e","x","y","c","t","s","n","d","b","w","t","c","s","s","y","y","p","y","o","s","y","n","m"
"279","e","k","s","c","f","f","n","w","n","h","t","z","s","s","w","w","u","y","o","e","r","v","g"
"280","e","s","f","p","t","s","a","d","b","r","e","c","f","f","y","y","p","w","t","p","n","n","m"
"281","p","x","y","w","t","m","a","c","b","b","e","u","f","s","p","w","p","w","t","c","o","s","u"
"282","e","b","y","y","f","m","n","d","n","n","t","c","s","s","w","w","u","y","o","p","n","n","l"
"283","e","s","f","b","f","n","f","c","b","n","e","c","f","f","w","w","p","n","o","c","n","v","m"
"284","e","c","s","b","t","l","a","c","b","k","e","r","s","s","p","p","p","w","t","p","o","s","d"
"285","e","b","s","n","f","n","f","c","n","o","e","b","s","s","w","w","p","w","b","p","u","a","g"
"286","e","k","s","u","t","a","f","w","b","g","e","z","s","s","w","w","p","y","o","s","r","s","g"
"287","e","s","y","y","t","s","a","c","b","g","e","r","f","s","y","y","p","w","o","e","y","s","u"
"288","e","b","y","w","t","a","d","c","b","g","e","b","y","s","w","g","p","w","o","p","k","s","u"
"289","e","x","f","n","t","s","f","d","b","u","e","u","f","f","w","y","p","w","o","c","n","n","p"
"290","e","b","y","c","f","y","f","c","n","o","e","b","s","s","w","g","u","w","o","p","h","y","d"
"291","e","k","f","w","t","p","a","c","n","w","t","e","s","s","w","b","u","y","o","z","k","y","u"
"292","e","b","g","r","t","l","d","w","b","n","e","z","y","s","w","w","p","o","o","l","n","s","g"
"293","e","x","s","w","f","f","n","w","b","g","t","z","s","s","w","o","u","y","o","p","k","s","m"
"294","e","x","y","w","f","l","f","d","n","b","e","u","s","s","w","w","p","w","t","p","n","s","p"
"295","e","x","s","p","t","a","f","c","n","g","e","c","s","s","w","g","u","y","o","s","k","s","m"
"296","e","x","f","c","t","a","a","d","b","g","e","u","f","s","w","p","p","w","o","p","n","n","p"
"297","e","x","y","u","f","m","f","c","b","k","e","u","k","k","w","p","p","w","t","p","o","n","l"
"298","e","x","s","c","f","n","f","w","n","k","t","b","f","f","e","e","u","w","o","e","k","a","g"
"299","e","s","s","p","t","a","d","d","b","y","e","r","s","s","w","p","p","w","o","p","n","y","p"
"300","p","x","y","w","t","p","f","c","n","p","t","r","s","k","w","y","u","w","t","p","y","s","w"
"301","e","c","s","w","f","f","f","w","n","n","t","c","f","s","w","o","u","w","o","e","k","c","g"
"302","e","b","y","w","t","m","f","d","b","w","e","c","f","s","p","p","p","w","t","e","o","y","g"
"303","e","b","g","y","t","a","d","c","b","k","e","b","y","s","w","n","p","o","o","f","n","v","d"
"304","e","f","y","e","f","y","f","c","b","n","t","c","s","s","g","w","p","w","o","p","h","s","g"
"305","e","x","s","w","f","f","n","w","n","g","e","c","s","s","o","o","u","y","o","p","r","s","g"
"306","e","s","f","g","t","s","d","c","b","p","t","r","s","s","g","p","p","o","t","p","n","y","d"
"307","e","b","y","c","t","l","a","c","b","k","e","c","f","s","w","w","p","w","b","c","n","a","m"
"308","e","s","y","g","f","l","f","d","n","g","t","c","k","s","c","w","u","w","t","n","n","n","p"
"309","e","f","y","n","t","a","a","c","b","o","e","r","s","f","w","w","p","n","o","e","k","a","g"
"310","e","k","f","n","f","n","f","w","b","g","t","z","k","s","b","b","u","w","o","n","n","s","g"
"311","e","c","g","p","t","l","f","w","b","w","e","c","s","s","w","b","p","w","o","f","k","s","d"
"312","p","x","y","w","f","p","n","d","n","u","e","u","s","s","w","p","u","w","t","z","o","n","g"
"313","e","x","s","p","f","l","f","c","b","y","e","c","s","s","w","p","u","y","t","s","k","y","p"
"314","e","x","f","n","f","c","f","w","n","p","t","u","s","s","w","c","u","w","o","p","b","n","d"
"315","e","b","f","u","t","c","a","d","b","g","e","u","f","s","w","c","p","w","t","p","b","n","m"
"316","p","x","y","w","f","f","f","c","n","k","t","z","k","k","o","w","u","w","o","n","r","v","g"
"317","e","f","s","g","t","a","f","c","n","w","t","e","k","s","w","w","u","w","o","n","n","v","d"
"318","e","b","y","r","t","y","d","c","b","k","e","c","s","y","w","w","p","w","b","p","h","n","g"
"319","e","x","g","n","t","c","f","d","n","n","e","u","y","y","c","c","p","o","t","p","n","n","d"
"320","e","f","f","u","t","s","a","w","b","w","e","b","f","s","g","g","p","w","b","c","h","v","d"
"321","e","s","g","y","t","l","f","d","b","r","e","r","s","y","p","p","p","o","o","l","o","y","l"
"322","e","s","f","p","f","c","n","w","n","w","t","r","s","s","c","w","u","y","o","p","u","v","d"
"323","e","s","g","g","t","m","d","d","b","r","e","c","s","y","p","p","p","o","o","p","k","y","g"
"324","e","b","y","c","t","a","f","c","n","k","t","c","k","s","w","n","p","w","b","p","k","a","m"
"325","e","x","g","w","t","s","d","c","b","u","e","r","y","y","y","y","p","w","t","f","y","s","w"
"326","e","b","f","w","t","l","f","c","b","w","e","z","f","s","b","b","p","w","o","p","k","v","g"
"327","e","k","s","w","f","f","f","w","n","n","e","c","s","k","w","b","u","w","o","p","n","s","w"
"328","p","k","g","c","t","p","f","c","b","g","e","e","y","y","w","b","p","w","o","f","n","v","u"
"329","e","b","g","w","t","n","d","c","b","w","e","b","s","y","w","w","p","w","o","f","u","a","g"
"330","e","k","g","w","t","a","d","w","b","g","e","c","y","s","w","w","p","w","o","p","w","n","g"
"331","p","x","g","b","t","f","d","w","n","w","e","c","s","y","o","w","p","w","o","p","k","c","m"
"332","e","f","g","w","t","n","d","c","b","n","e","c","y","y","w","w","p","o","b","p","k","s","m"
"333","e","b","f","y","t","l","f","w","b","w","e","c","s","s","o","w","p","w","o","p","r","n","w"
"334","e","k","y","y","t","p","f","w","b","n","e","c","f","s","w","e","p","o","b","f","u","a","g"
"335","e","k","y","w","t","l","f","c","n","g","e","z","s","s","o","w","u","w","o","p","r","n","d"
"336","e","f","y","n","f","n","f","c","n","p","t","e","s","s","g","g","p","w","o","p","h","s","d"
"337","e","x","y","n","t","a","f","c","b","w","e","e","y","y","w","w","p","w","b","l","u","s","g"
"338","e","x","s","w","t","c","f","d","n","u","e","c","s","k","w","w","p","w","o","p","n","s","g"
"339","e","x","f","g","f","m","d","c","b","g","e","u","y","y","w","w","p","o","t","p","o","v","w"
"340","e","x","y","w","t","a","f","c","b","n","e","r","k","k","n","n","p","w","o","n","k","y","g"
"341","e","c","g","c","t","c","f","d","b","k","e","c","k","s","w","w","u","w","o","p","n","s","u"
"342","e","b","y","c","f","n","f","c","b","o","t","b","s","s","w","w","u","y","o","p","u","n","g"
"343","e","x","s","y","t","m","n","d","n","g","t","u","s","s","p","p","p","w","o","p","k","n","u"
"344","e","f","g","y","t","f","d","w","n","p","e","c","s","s","o","w","p","o","o","p","r","v","l"
"345","e","b","s","y","f","l","f","w","b","g","e","c","s","s","w","b","u","y","o","s","n","c","g"
"346","e","x","f","n","f","f","a","w","b","w","t","e","f","f","o","w","p","w","o","e","r","v","g"
"347","e","b","f","c","t","l","d","w","b","n","t","b","s","y","w","e","p","w","b","p","u","a","d"
"348","e","x","s","n","t","a","d","c","b","b","e","u","y","y","w","e","p","o","b","p","u","n","m"
"349","e","s","s","g","t","c","d","w","b","r","t","r","y","f","c","w","p","o","o","f","k","s","g"
"350","e","x","f","n","f","m","n","c","n","g","t","r","s","s","p","p","p","w","t","p","o","y","u"
"351","e","c","s","p","t","n","f","w","b","n","t","e","f","f","w","w","p","o","o","l","r","c","l"
"352","e","f","y","n","f","y","f","c","n","h","e","r","k","y","w","g","u","w","o","p","n","a","p"
"353","e","c","g","w","t","a","f","w","b","p","e","c","y","s","o","o","p","w","o","p","r","s","l"
"354","e","f","f","b","t","a","a","c","b","k","e","e","s","f","w","w","p","w","b","e","k","s","g"
"355","e","x","y","g","t","l","a","c","b","w","e","e","s","f","w","e","p","w","b","c","k","s","p"
"356","e","s","g","p","f","n","f","c","b","g","e","e","s","y","w","g","p","o","o","p","n","v","w"
"357","e","f","s","y","f","a","f","c","n","h","t","r","s","y","g","g","p","y","b","s","h","y","u"
"358","p","x","s","u","t","s","n","d","n","b","e","e","s","s","w","w","p","w","o","s","y","n","p"
"359","e","x","s","w","t","a","n","w","n","p","e","z","s","s","w","w","p","y","o","p","w","v","u"
"360","e","k","f","u","t","a","a","w","b","w","e","c","f","f","w","b","p","w","o","e","n","s","u"
"361","e","x","s","n","f","f","f","w","n","h","t","e","s","s","w","o","u","y","o","e","n","s","m"
"362","e","s","s","g","f","s","n","d","b","p","t","e","s","f","w","y","u","y","t","s","k","a","g"
"363","e","b","f","n","t","n","a","c","b","k","t","b","f","s","e","w","p","n","b","e","k","a","g"
"364","e","f","s","c","t","a","f","c","n","o","e","r","s","s","n","w","u","y","o","p","k","a","p"
"365","e","x","s","p","t","l","f","c","b","w","e","c","s","s","b","w","p","w","o","l","k","n","p"
"366","e","c","y","n","f","f","f","c","n","n","t","c","k","k","o","o","u","w","o","p","k","c","u"
"367","e","c","y","y","f","a","f","c","b","w","e","r","s","s","o","o","u","w","o","p","r","c","p"
"368","e","x","f","n","t","a","a","w","n","p","t","u","s","f","w","o","p","w","o","f","u","c","d"
"369","e","b","y","w","f","l","f","c","b","w","t","z","s","k","b","w","u","w","o","n","n","v","l"
"370","e","f","f","y","f","a","a","w","b","e","e","e","s","s","w","n","p","n","o","e","k","s","g"
"371","e","x","y","c","f","m","f","d","n","u","e","r","k","k","w","p","p","w","o","p","o","n","g"
"372","e","c","y","n","t","f","f","w","b","p","e","c","f","f","w","w","p","n","o","e","r","c","p"
"373","e","c","s","y","f","p","f","w","n","n","e","c","s","s","w","w","p","w","o","n","k","c","g"
"374","e","b","f","r","f","n","a","c","n","k","e","b","f","s","e","w","p","n","b","e","u","a","u"
"375","e","x","f","w","t","l","f","c","b","g","e","c","s","f","w","b","p","n","o","e","k","v","u"
"376","e","b","s","w","f","l","f","c","n","n","t","c","s","s","w","w","p","w","o","z","u","s","g"
"377","e","s","g","n","f","f","d","w","b","p","e","c","y","s","w","o","p","o","o","p","r","y","u"
"378","e","b","y","y","t","l","a","c","b","n","e","b","f","f","e","w","p","w","o","c","u","a","m"
"379","e","c","y","y","t","p","f","w","n","n","t","c","s","k","w","w","p","w","o","n","w","c","g"
"380","e","f","y","y","t","a","a","c","b","k","e","c","s","f","g","g","p","n","b","e","n","s","g"
"381","p","x","y","n","f","p","f","c","n","e","e","e","s","k","e","w","u","w","b","n","u","s","u"
"382","e","x","y","u","f","n","f","d","n","k","t","e","f","k","w","w","p","w","o","n","o","n","g"
"383","e","f","y","y","t","n","a","c","b","h","e","c","s","s","w","w","p","n","b","c","k","s","m"
"384","e","b","s","w","t","a","f","c","b","g","e","b","s","f","g","w","p","w","o","p","n","a","l"
"385","e","f","f","g","t","n","f","c","b","n","e","b","f","s","g","g","p","w","b","c","h","y","w"
"386","p","x","s","n","f","p","f","d","n","w","t","r","s","s","w","y","u","y","t","z","n","y","u"
"387","e","s","y","n","t","m","d","d","b","y","e","r","y","y","w","w","p","w","t","f","o","y","p"
"388","e","x","y","n","f","n","f","d","b","n","t","u","s","k","w","p","u","w","o","e","o","n","p"
"389","e","k","y","y","f","f","f","w","n","w","t","z","s","s","w","w","p","y","o","s","r","n","m"
"390","e","x","y","y","t","a","f","c","b","n","e","c","k","s","w","w","p","w","o","p","n","c","m"
"391","e","x","s","u","t","s","d","c","b","n","e","c","y","y","y","w","p","w","o","p","n","s","m"
"392","e","x","y","y","t","p","f","w","b","p","t","c","s","s","w","w","u","w","o","p","k","c","m"
"393","e","s","y","g","t","a","f","d","n","r","t","c","k","s","w","w","p","w","t","p","n","v","g"
"394","e","x","f","g","f","f","f","c","n","k","e","z","s","k","w","o","u","w","o","n","n","v","u"
"395","e","f","g","w","t","l","f","w","b","w","e","z","y","y","b","w","p","w","o","p","n","v","g"
"396","e","k","f","g","t","n","a","w","b","h","t","z","f","f","w","w","p","w","o","e","w","v","l"
"397","e","x","s","w","f","m","f","c","n","k","t","c","s","s","p","w","u","w","t","n","o","n","p"
"398","e","x","s","b","t","l","n","c","b","n","e","c","s","s","w","o","u","y","o","p","r","s","m"
"399","e","x","f","g","t","n","a","c","n","e","e","e","f","f","n","w","p","n","b","e","k","v","u"
"400","p","x","s","n","f","p","f","d","n","u","t","u","s","k","w","y","p","w","t","n","n","s","l"
"401","e","b","y","w","f","l","f","c","b","w","t","b","k","s","n","w","u","w","o","n","k","a","p"
"402","e","b","g","w","t","a","f","c","b","o","e","c","y","y","g","w","p","o","b","l","k","a","m"
"403","p","x","y","b","f","p","f","c","n","k","e","e","s","s","w","w","u","w","o","p","h","v","u"
"404","e","c","y","y","f","p","f","w","n","w","t","c","k","k","w","w","p","w","o","n","w","c","m"
"405","e","x","y","w","f","n","f","c","n","k","t","b","k","s","w","w","u","w","o","p","n","s","m"
"406","e","b","y","u","f","l","n","c","n","o","e","c","s","s","n","n","p","w","b","p","k","a","u"
"407","e","k","y","r","t","l","d","w","b","n","e","z","y","y","b","b","p","w","o","l","n","v","d"
"408","e","x","s","r","t","a","a","c","b","b","e","c","s","s","w","w","p","w","o","p","y","n","m"
"409","e","x","y","n","t","a","f","d","n","u","t","u","k","k","y","w","p","w","t","p","y","s","g"
"410","e","f","g","n","t","l","f","c","b","w","e","z","y","y","w","w","p","o","o","f","n","y","p"
"411","e","x","s","w","t","c","f","d","b","w","e","c","s","f","w","c","p","w","o","p","n","n","m"
"412","e","c","y","n","f","n","f","w","n","n","t","e","f","k","b","b","u","w","o","p","n","s","g"
"413","e","k","f","c","t","l","a","c","b","w","e","r","f","f","w","w","p","n","o","e","n","s","d"
"414","e","x","y","y","f","c","n","d","n","b","e","r","s","y","c","w","u","w","o","s","k","n","p"
"415","p","x","y","g","t","c","f","c","n","y","t","r","s","s","c","c","p","w","o","s","b","y","g"
"416","e","k","y","y","f","a","f","c","n","g","e","z","k","k","o","w","u","w","o","p","r","n","g"
"417","e","c","f","g","t","p","f","w","n","n","t","c","s","k","w","w","p","w","o","p","w","c","p"
"418","p","x","s","n","t","y","d","c","n","w","e","b","s","s","w","g","p","w","b","l","k","s","u"
"419","e","x","g","n","t","l","f","w","b","w","e","c","s","y","b","w","p","w","t","p","k","y","g"
"420","e","f","g","b","t","n","f","w","b","h","t","r","y","y","p","w","p","o","t","l","o","a","g"
"421","e","f","y","g","t","a","f","c","b","h","t","c","k","s","n","w","u","w","o","p","k","s","g"
"422","e","b","f","p","t","a","a","d","b","w","e","c","f","f","p","w","p","n","t","p","o","y","w"
"423","p","f","s","e","f","p","n","c","n","p","t","e","s","s","e","w","p","y","b","s","u","s","p"
"424","e","f","y","b","f","p","n","w","b","p","e","r","s","s","w","w","u","w","o","p","w","s","m"
"425","e","k","g","w","t","f","f","w","b","n","e","z","y","y","o","w","p","w","o","l","n","v","m"
"426","e","x","s","g","t","a","n","d","n","r","t","r","s","s","w","w","p","w","t","z","o","y","d"
"427","e","f","y","n","t","a","f","c","n","n","e","r","k","y","w","n","u","w","b","p","n","y","u"
"428","e","b","s","p","t","f","f","c","n","p","t","c","s","s","w","o","p","y","o","p","r","c","g"
"429","e","f","s","w","f","n","f","c","b","p","t","e","s","f","w","w","p","y","t","e","y","y","w"
"430","e","f","g","w","t","n","d","w","n","w","e","z","s","y","w","w","p","o","o","l","n","v","g"
"431","e","f","y","w","f","a","f","c","n","g","t","e","s","s","g","g","u","y","b","p","n","s","m"
"432","e","x","g","b","t","l","f","c","b","n","e","c","y","y","w","w","p","o","o","p","n","y","g"
"433","e","f","s","b","t","a","f","c","b","g","e","c","s","y","n","w","p","w","b","p","k","s","w"
"434","e","f","s","y","t","l","f","c","b","e","e","c","s","f","n","w","p","n","o","c","k","s","p"
"435","e","f","f","n","t","f","f","w","n","g","e","z","f","s","w","w","p","w","o","e","r","v","d"
"436","e","b","s","w","f","a","f","c","b","y","e","r","k","s","w","w","u","w","t","n","o","n","m"
"437","e","b","f","y","f","a","f","w","n","n","t","b","s","k","e","e","u","w","o","p","u","v","u"
"438","e","b","y","u","t","l","f","c","b","o","e","c","s","s","w","g","p","w","b","p","h","a","m"
"439","e","x","y","y","f","l","f","c","n","b","t","u","s","s","o","o","p","w","o","p","n","c","d"
"440","e","x","s","n","t","a","f","c","b","p","e","e","s","y","e","e","u","w","b","z","n","y","w"
"441","e","c","s","p","f","l","f","c","n","p","e","c","s","s","o","w","p","w","o","z","r","s","p"
"442","e","x","g","w","t","l","d","c","b","g","e","c","y","s","w","w","p","o","o","p","b","n","m"
"443","e","x","y","y","t","s","f","c","n","y","t","r","s","y","y","w","u","w","t","s","k","y","u"
"444","e","x","g","c","t","m","f","c","b","n","e","c","y","s","p","p","p","w","t","f","o","n","m"
"445","e","x","s","e","t","l","n","c","n","w","t","c","s","s","n","w","p","w","b","p","k","n","m"
"446","e","x","y","u","f","l","f","d","b","p","t","r","s","y","y","w","u","w","t","p","k","n","g"
"447","e","b","s","w","f","n","n","c","b","n","e","b","s","s","w","e","p","w","b","p","n","n","w"
"448","e","f","g","c","t","l","f","w","b","g","e","z","y","y","w","w","p","w","o","f","w","v","g"
"449","e","b","f","w","t","y","a","c","b","w","e","c","s","s","g","g","p","n","b","c","k","s","g"
"450","e","s","s","e","t","n","n","c","n","y","t","r","s","s","g","y","u","y","t","p","n","y","d"
"451","e","x","y","w","t","c","f","d","b","b","e","c","y","y","w","w","p","w","o","f","b","n","m"
"452","e","s","s","w","t","m","f","d","n","g","e","c","s","k","p","p","p","w","o","p","k","n","g"
"453","e","b","s","y","t","n","d","c","b","k","e","c","s","s","w","w","p","w","o","f","k","a","m"
"454","e","x","f","y","t","p","d","w","n","p","e","z","s","y","w","w","p","w","o","p","n","v","l"
"455","e","f","f","w","t","l","a","c","b","e","e","e","s","f","w","w","p","n","o","p","h","s","m"
"456","e","x","y","c","f","p","f","w","b","h","t","z","k","k","w","w","u","w","o","n","w","v","p"
"457","e","b","s","w","f","a","n","c","n","k","e","b","s","s","w","e","u","w","b","z","u","a","w"
